0.2, 23895, 64, 1.30923, 0.754889, 0.55434, 0.000914042, 0.00245942
0.3, 41923, 197, 1.31971, 0.992626, 0.327089, 0.00158592, 0.00413842
0.4, 80514, 431, 1.03446, 1.16725, -0.13279, 0.00242879, 0.00809675
0.5, 100676, 511, 1.14863, 1.14203, 0.00659919, 0.00204254, 0.0286753
0.6, 101766, 512, 1.18941, 1.13904, 0.05037, 0.00279129, 0.092796
0.7, 101766, 513, 1.09072, 1.13904, -0.0483268, 0.00412012, 0.0112927
0.8, 101766, 514, 1.16239, 1.13904, 0.023346, 0.001829, 0.0105038
0.9, 101766, 515, 1.09278, 1.13904, -0.0462583, 0.0014855, 0.00994171
1, 101766, 516, 1.07779, 1.13904, -0.0612526, 0.00150304, 0.00972758
1.25, 101766, 517, 1.03499, 1.13904, -0.104054, 0.00178142, 0.00967183
0.2, 10597, 592, 1.19625, 0.459464, 0.736787, 0.000646334, 0.00106854
0.3, 18837, 729, 1.11319, 0.66033, 0.452861, 0.000956209, 0.00262325
0.4, 37700, 855, 1.16315, 0.947712, 0.215435, 0.00114504, 0.00362192
0.5, 52546, 936, 1.09304, 1.07284, 0.0201977, 0.00171838, 0.00594125
0.6, 70334, 960, 1.21804, 1.14584, 0.0722028, 0.00138429, 0.00661521
0.7, 101766, 961, 1.17058, 1.13904, 0.0315426, 0.00154629, 0.0101117
0.8, 101766, 962, 1.08753, 1.13904, -0.0515081, 0.00150808, 0.010141
0.9, 101766, 963, 1.22016, 1.13904, 0.0811195, 0.00148054, 0.00976917
1, 101766, 964, 1.32788, 1.13904, 0.188838, 0.001614, 0.00950496
1.25, 101766, 965, 1.14256, 1.13904, 0.00351593, 0.00149588, 0.00952442
0.2, 32618, 1041, 1.04087, 0.892066, 0.148808, 0.00123908, 0.00312442
0.3, 53771, 1144, 1.19883, 1.08819, 0.110641, 0.00142525, 0.00526775
0.4, 80352, 1243, 1.24887, 1.16875, 0.0801238, 0.00225675, 0.00775433
0.5, 86441, 1254, 1.18017, 1.16711, 0.0130579, 0.00154217, 0.00807338
0.6, 90866, 1284, 1.02803, 1.16374, -0.13571, 0.00161379, 0.00846367
0.7, 96211, 1295, 1.27296, 1.15439, 0.11857, 0.00151162, 0.00910225
0.8, 98066, 1351, 1.25341, 1.15001, 0.103397, 0.00172871, 0.00933067
0.9, 99514, 1380, 1.16309, 1.14567, 0.017418, 0.00160833, 0.00947862
1, 100724, 1452, 1.13161, 1.14198, -0.010376, 0.00178233, 0.00947725
1.25, 101766, 1453, 1.12856, 1.13904, -0.0104852, 0.00147646, 0.00963438
0.2, 4663, 1507, 0.947551, 0.253619, 0.693932, 0.000350416, 0.000511125
0.3, 9053, 1588, 1.08916, 0.412107, 0.677051, 0.000470834, 0.000938459
0.4, 19582, 1688, 1.01271, 0.677587, 0.335121, 0.000758792, 0.00197517
0.5, 27636, 1821, 1.10209, 0.818483, 0.283609, 0.00107588, 0.00268625
0.6, 38654, 1830, 1.17118, 0.958172, 0.213009, 0.00070675, 0.00364004
0.7, 70334, 1854, 1.10454, 1.14584, -0.0412924, 0.00157896, 0.00672354
0.8, 87558, 1938, 1.17535, 1.1622, 0.0131555, 0.00194204, 0.00896317
0.9, 101766, 1939, 0.979336, 1.13904, -0.159706, 0.00179013, 0.00993596
1, 101766, 1940, 1.22171, 1.13904, 0.0826675, 0.0014745, 0.0102414
1.25, 101766, 1941, 1.21444, 1.13904, 0.0753995, 0.00149329, 0.0102697
0.2, 49837, 2046, 1.03593, 1.05333, -0.0173987, 0.00161467, 0.00478721
0.3, 77076, 2224, 1.07799, 1.15815, -0.0801625, 0.00201188, 0.00935575
0.4, 93539, 2390, 1.19546, 1.15862, 0.036832, 0.00213329, 0.00945371
0.5, 96161, 2418, 0.96595, 1.15431, -0.188362, 0.001702, 0.00957942
0.6, 98064, 2475, 1.19445, 1.15001, 0.0444366, 0.00170021, 0.00974221
0.7, 100724, 2547, 1.33262, 1.14198, 0.190637, 0.00174221, 0.00954729
0.8, 101766, 2548, 1.22465, 1.13904, 0.08561, 0.00161504, 0.0097335
0.9, 101766, 2549, 1.26505, 1.13904, 0.126004, 0.00146875, 0.00963479
1, 101766, 2550, 1.33279, 1.13904, 0.193744, 0.00147296, 0.00951821
1.25, 101766, 2551, 1.19498, 1.13904, 0.055942, 0.00156667, 0.00951529
0.2, 20111, 2634, 1.39265, 0.724524, 0.668128, 0.000781917, 0.00195021
0.3, 34660, 2782, 1.1782, 0.964816, 0.213386, 0.00123821, 0.00331821
0.4, 89823, 2911, 1.2078, 1.16448, 0.043326, 0.0020845, 0.00911133
0.5, 93650, 3039, 1.31361, 1.15857, 0.155036, 0.00210763, 0.00904883
0.6, 96126, 3060, 1.32078, 1.15432, 0.166452, 0.00178592, 0.00915087
0.7, 99453, 3096, 1.05317, 1.14572, -0.0925516, 0.00182596, 0.00949271
0.8, 100679, 3175, 1.22766, 1.14202, 0.0856471, 0.00180125, 0.00974608
0.9, 101766, 3176, 1.19986, 1.13904, 0.0608189, 0.00151487, 0.00953421
1, 101766, 3177, 1.16802, 1.13904, 0.0289801, 0.00160542, 0.00954371
1.25, 101766, 3178, 1.21036, 1.13904, 0.0713218, 0.00151671, 0.010307
0.2, 33773, 3300, 0.916489, 0.87712, 0.0393696, 0.00120462, 0.00322492
0.3, 67244, 3425, 1.0276, 1.12569, -0.0980838, 0.00175563, 0.00655837
0.4, 94470, 3508, 1.28291, 1.15356, 0.129353, 0.00195296, 0.00898117
