0.2, 5519, 45, 1.45529, 0.304146, 1.15114, 0.000399708, 0.000750584
0.3, 15202, 155, 1.38445, 0.616115, 0.768337, 0.000839292, 0.00157846
0.4, 35934, 273, 1.22267, 0.983157, 0.23951, 0.00136675, 0.00369667
0.5, 46805, 279, 1.37135, 1.08703, 0.28432, 0.00134637, 0.00471821
0.6, 90782, 334, 1.10711, 1.16377, -0.0566574, 0.00197454, 0.00894121
0.7, 96135, 359, 1.1388, 1.15448, -0.015685, 0.00181292, 0.00994233
0.8, 98009, 420, 1.14793, 1.15004, -0.00211257, 0.00198158, 0.00972238
0.9, 99462, 456, 1.04649, 1.14569, -0.0991963, 0.0019525, 0.00935508
1, 100724, 528, 1.15259, 1.14198, 0.0106113, 0.0018675, 0.0110258
1.25, 101766, 529, 1.13416, 1.13904, -0.00488086, 0.00160263, 0.00981142
0.2, 38464, 643, 1.11588, 0.939505, 0.176374, 0.00139212, 0.00377629
0.3, 60860, 713, 1.18188, 1.11847, 0.0634136, 0.00155333, 0.00580125
0.4, 84028, 814, 0.952703, 1.1706, -0.217893, 0.00197117, 0.00803242
0.5, 93648, 962, 1.17735, 1.15882, 0.0185305, 0.00205117, 0.00888513
0.6, 96211, 973, 1.16659, 1.15439, 0.0122018, 0.00149017, 0.00905146
0.7, 99514, 1002, 0.970581, 1.14567, -0.175094, 0.00164033, 0.00948058
0.8, 100724, 1074, 1.1161, 1.14198, -0.0258858, 0.00185337, 0.00970946
0.9, 101766, 1075, 1.12899, 1.13904, -0.0100515, 0.00153, 0.00986733
1, 101766, 1076, 1.07349, 1.13904, -0.0655483, 0.00154267, 0.00984008
1.25, 101766, 1077, 1.17346, 1.13904, 0.0344156, 0.0014745, 0.00953479
0.2, 26717, 1119, 1.23443, 0.795947, 0.43848, 0.000805875, 0.00254696
0.3, 51272, 1275, 1.25149, 1.07683, 0.174668, 0.001597, 0.00486712
0.4, 76422, 1360, 1.26337, 1.16832, 0.095054, 0.00159804, 0.00726
0.5, 88785, 1416, 1.3535, 1.16549, 0.188013, 0.00180963, 0.00836267
0.6, 93527, 1541, 1.13219, 1.15855, -0.026356, 0.00190596, 0.00885058
0.7, 98033, 1609, 1.08482, 1.14992, -0.0651043, 0.00190204, 0.00926821
0.8, 99509, 1644, 1.11894, 1.14568, -0.0267457, 0.00189308, 0.00954258
0.9, 100722, 1717, 1.00162, 1.14198, -0.140359, 0.00191942, 0.00945054
1, 101766, 1718, 1.09894, 1.13904, -0.0401042, 0.00158071, 0.00951813
1.25, 101766, 1719, 1.12166, 1.13904, -0.0173789, 0.00146971, 0.00957108
0.2, 48453, 1831, 1.14848, 1.05764, 0.0908403, 0.00140279, 0.00468108
0.3, 67012, 1972, 1.0879, 1.14892, -0.0610271, 0.00190079, 0.006515
0.4, 86380, 2002, 1.01839, 1.16696, -0.14857, 0.00151875, 0.008113
0.5, 90812, 2048, 1.04722, 1.16359, -0.116377, 0.00170054, 0.0086505
0.6, 93867, 2127, 1.04307, 1.15878, -0.11571, 0.00171767, 0.00942208
0.7, 98066, 2183, 1.20414, 1.15001, 0.0541302, 0.00176162, 0.00935533
0.8, 99514, 2212, 1.15587, 1.14567, 0.0101905, 0.00165521, 0.00963829
0.9, 100724, 2284, 1.00249, 1.14198, -0.13949, 0.00180188, 0.00966258
1, 101766, 2285, 1.13472, 1.13904, -0.00432225, 0.00155825, 0.00961608
1.25, 101766, 2286, 1.18669, 1.13904, 0.0476499, 0.00160517, 0.00959821
0.2, 21977, 2379, 1.38005, 0.754985, 0.625064, 0.000910792, 0.00221854
0.3, 55646, 2454, 1.0763, 1.10986, -0.0335555, 0.00139221, 0.00524008
0.4, 80550, 2505, 0.99958, 1.16923, -0.169652, 0.00182617, 0.00795933
0.5, 86415, 2511, 1.1327, 1.16714, -0.0344417, 0.00140279, 0.00835521
0.6, 90819, 2547, 1.05109, 1.16365, -0.112554, 0.0015725, 0.00850258
0.7, 96172, 2565, 1.15301, 1.15436, -0.00135271, 0.00165629, 0.00920204
0.8, 98066, 2621, 1.25362, 1.15001, 0.103611, 0.00188983, 0.00921737
0.9, 99514, 2650, 1.07959, 1.14567, -0.0660835, 0.00164204, 0.00937446
1, 100724, 2722, 0.989148, 1.14198, -0.152833, 0.0018285, 0.00957621
1.25, 101766, 2723, 1.1018, 1.13904, -0.037243, 0.00148725, 0.00954558
0.2, 41300, 2848, 0.878406, 0.958784, -0.0803775, 0.00146562, 0.00396183
0.3, 68207, 2905, 1.09012, 1.12736, -0.037234, 0.00144637, 0.00660975
0.4, 88938, 2989, 1.15408, 1.1614, -0.00732272, 0.001804, 0.00829271
0.5, 93565, 3160, 1.08672, 1.15861, -0.0718976, 0.00215479, 0.00890271
0.6, 96200, 3184, 1.11057, 1.15434, -0.043773, 0.00167233, 0.00908121
0.7, 99512, 3214, 1.16432, 1.14567, 0.0186444, 0.00163667, 0.00931508
0.8, 100724, 3286, 0.986317, 1.14198, -0.155664, 0.00183796, 0.00944254
0.9, 101766, 3287, 1.13432, 1.13904, -0.00471829, 0.0016145, 0.00957925
1, 101766, 3288, 1.15273, 1.13904, 0.0136866, 0.00148358, 0.00949321
1.25, 101766, 3289, 1.15194, 1.13904, 0.0128989, 0.00152371, 0.00965504
0.2, 32312, 3414, 1.30223, 0.882129, 0.420097, 0.00130092, 0.00319683
0.3, 63174, 3536, 1.14956, 1.1464, 0.00315796, 0.00191675, 0.00606017
0.4, 82149, 3733, 1.19435, 1.1812, 0.0131474, 0.00216375, 0.00784408
0.5, 90926, 3865, 1.12192, 1.16739, -0.0454691, 0.00215504, 0.00851596
0.6, 98066, 3921, 1.31754, 1.15001, 0.167533, 0.001738, 0.00930488
0.7, 100724, 3993, 1.1434, 1.14198, 0.00141397, 0.00174625, 0.00943717
0.8, 101766, 3994, 1.35722, 1.13904, 0.218179, 0.00154258, 0.00951717
0.9, 101766, 3995, 1.16629, 1.13904, 0.0272504, 0.00147533, 0.00953517
1, 101766, 3996, 1.12308, 1.13904, -0.0159579, 0.00146717, 0.009574
1.25, 101766, 3997, 1.088, 1.13904, -0.0510425, 0.00151883, 0.00958987
0.2, 25082, 4051, 1.04194, 0.768348, 0.273587, 0.000769458, 0.00238525
0.3, 54708, 4197, 1.25422, 1.09808, 0.156138, 0.00177529, 0.00518821
0.4, 81781, 4324, 1.10705, 1.184, -0.076945, 0.00217558, 0.00795979
0.5, 91876, 4521, 1.12509, 1.16808, -0.0429937, 0.00221133, 0.00876667
0.6, 99514, 4550, 1.18289, 1.14567, 0.0372187, 0.00161413, 0.00945033
0.7, 101766, 4551, 1.10849, 1.13904, -0.0305537, 0.00152454, 0.00960929
0.8, 101766, 4552, 0.945062, 1.13904, -0.19398, 0.00148512, 0.00959729
0.9, 101766, 4553, 1.22441, 1.13904, 0.0853683, 0.00148442, 0.00953746
1, 101766, 4554, 1.29833, 1.13904, 0.159286, 0.00156596, 0.00951963
1.25, 101766, 4555, 1.20535, 1.13904, 0.0663054, 0.00149567, 0.00975642
0.2, 4122, 4581, 1.36832, 0.232765, 1.13555, 0.000232958, 0.000440041
0.3, 7039, 4655, 0.968675, 0.346172, 0.622503, 0.000453208, 0.000739833
0.4, 14582, 4688, 1.10102, 0.565753, 0.535266, 0.000457458, 0.00142346
0.5, 20695, 4786, 1.17311, 0.697851, 0.475258, 0.000740584, 0.00208433
0.6, 28688, 4883, 1.15535, 0.833132, 0.322218, 0.00105704, 0.00280492
0.7, 52578, 4954, 1.02703, 1.07308, -0.0460499, 0.00138292, 0.00498625
0.8, 70334, 4978, 1.12183, 1.14584, -0.0240042, 0.00152192, 0.0069185
0.9, 87558, 5062, 1.11665, 1.1622, -0.0455494, 0.00191879, 0.008206
1, 101766, 5063, 1.29042, 1.13904, 0.151377, 0.00147304, 0.00953167
1.25, 101766, 5064, 1.10513, 1.13904, -0.0339136, 0.00148133, 0.00957538
0.2, 4158, 5130, 0.651515, 0.234868, 0.416648, 0.000373625, 0.000459875
0.3, 8911, 5215, 1.02251, 0.405842, 0.616669, 0.000517458, 0.000937375
0.4, 20535, 5288, 1.30548, 0.693938, 0.611539, 0.000779583, 0.00204546
0.5, 28594, 5410, 1.11698, 0.831651, 0.285333, 0.000998042, 0.00277108
0.6, 38644, 5427, 1.05944, 0.95804, 0.101397, 0.000758625, 0.00370054
0.7, 70331, 5457, 1.20264, 1.14583, 0.056807, 0.00138708, 0.00668704
0.8, 87558, 5541, 1.11071, 1.1622, -0.0514909, 0.00211771, 0.00828121
0.9, 101766, 5542, 1.08123, 1.13904, -0.0578161, 0.00148525, 0.00955337
1, 101766, 5543, 1.15751, 1.13904, 0.0184727, 0.00153238, 0.00966875
1.25, 101766, 5544, 1.05826, 1.13904, -0.0807785, 0.00159217, 0.00958171
0.2, 12556, 5650, 1.37843, 0.506659, 0.871766, 0.000716583, 0.00129342
0.3, 24181, 5763, 1.16116, 0.758734, 0.402426, 0.00101054, 0.00238771
0.4, 52223, 5863, 1.33895, 1.07007, 0.26888, 0.00140604, 0.00500408
0.5, 70246, 5930, 1.21633, 1.14544, 0.0708938, 0.00144054, 0.0068295
0.6, 87555, 6020, 0.901527, 1.1622, -0.260676, 0.00200083, 0.00820279
0.7, 101766, 6021, 0.942819, 1.13904, -0.196223, 0.00149071, 0.009558
0.8, 101766, 6022, 1.25597, 1.13904, 0.116924, 0.00163967, 0.00953167
0.9, 101766, 6023, 0.993858, 1.13904, -0.145184, 0.00149575, 0.00970646
1, 101766, 6024, 1.02311, 1.13904, -0.115935, 0.00159121, 0.00962388
1.25, 101766, 6025, 1.20263, 1.13904, 0.0635896, 0.00151533, 0.00964346
0.2, 23948, 6157, 1.35168, 0.757812, 0.593869, 0.00105554, 0.00249412
0.3, 42120, 6289, 1.1438, 0.9965, 0.147305, 0.00143742, 0.00410817
0.4, 79709, 6467, 1.02741, 1.16798, -0.140567, 0.00248154, 0.00752417
0.5, 100667, 6547, 1.07805, 1.14202, -0.0639661, 0.00188475, 0.00944538
0.6, 101766, 6548, 1.15896, 1.13904, 0.0199195, 0.0015895, 0.00954471
0.7, 101766, 6549, 1.18405, 1.13904, 0.0450107, 0.00147646, 0.00953292
0.8, 101766, 6550, 1.11297, 1.13904, -0.0260729, 0.00150154, 0.00953779
0.9, 101766, 6551, 1.13911, 1.13904, 6.59871e-05, 0.00147842, 0.00950471
1, 101766, 6552, 1.13002, 1.13904, -0.00902359, 0.00147425, 0.00953975
1.25, 101766, 6553, 1.15075, 1.13904, 0.0117088, 0.00155379, 0.00947971
