"7, 48544,1.74937, 1.70234, 0.04703, 0.588956, 0.00599775"
"9, 48578,1.72786, 1.70258, 0.025284, 0.541809, 0.00565196"
"11, 48595,1.71791, 1.70282, 0.0150861, 0.555185, 0.00734804"
"13, 48598,1.73078, 1.7028, 0.0279732, 0.571188, 0.00525275"
"15, 48842,1.72741, 1.70277, 0.0246334, 0.538668, 0.00610254"
"17, 48842,1.72089, 1.70277, 0.018113, 0.537108, 0.00521908"
"19, 48842,1.7093, 1.70277, 0.0065243, 0.540099, 0.0053805"
"21, 48842,1.69197, 1.70277, -0.0108036, 0.533398, 0.00618542"
"1, 161,1.0294, 0.0319576, 0.997444, 0.00111758, 8.5959e-05"
"5, 47818,1.70867, 1.69618, 0.0124905, 0.873986, 0.00547862"
"7, 48513,1.71772, 1.70146, 0.0162637, 0.580598, 0.00526917"
"9, 48569,1.73366, 1.70236, 0.031303, 0.551832, 0.00642875"
"11, 48591,1.75361, 1.70276, 0.0508535, 0.546241, 0.00581888"
"13, 48839,1.73824, 1.70279, 0.0354489, 0.540484, 0.00563187"
"15, 48842,1.67308, 1.70277, -0.0296991, 0.527057, 0.00521062"
"17, 48842,1.73707, 1.70277, 0.0343, 0.532071, 0.00536338"
"19, 48842,1.7198, 1.70277, 0.0170276, 0.535199, 0.00526767"
"21, 48842,1.67531, 1.70277, -0.0274677, 0.513211, 0.00548458"
"1, 5538,1.66542, 0.544505, 1.12092, 0.136959, 0.000921416"
"5, 48064,1.71992, 1.70027, 0.0196513, 0.678394, 0.00531029"
"7, 48537,1.68529, 1.70206, -0.0167738, 0.575273, 0.00539079"
"9, 48576,1.72114, 1.70246, 0.0186866, 0.527497, 0.00569183"
"11, 48594,1.70411, 1.70281, 0.001299, 0.53691, 0.00684775"
"13, 48842,1.70143, 1.70277, -0.00134884, 0.549325, 0.00790183"
"15, 48842,1.71048, 1.70277, 0.00770871, 0.56373, 0.00582242"
"17, 48842,1.70819, 1.70277, 0.00541594, 0.54596, 0.005501"
"19, 48842,1.71261, 1.70277, 0.00983688, 0.537404, 0.00560608"
"21, 48842,1.68613, 1.70277, -0.0166395, 0.542131, 0.00525517"
