"9,48569,1.67908,1.70236,-0.0232786,0.547592,0.547592"
"11,48591,1.721,1.70276,0.0182423,0.543273,0.543273"
"13,48839,1.66472,1.70279,-0.0380772,0.538678,0.538678"
"15,48842,1.74158,1.70277,0.038802,0.537855,0.537855"
"17,48842,1.6939,1.70277,-0.00887492,0.53563,0.53563"
"19,48842,1.6991,1.70277,-0.00367438,0.535382,0.535382"
"21,48842,1.70796,1.70277,0.00518946,0.530831,0.530831"
"1,5538,1.69885,0.544505,1.15435,0.136569,0.136569"
"5,48064,1.69013,1.70027,-0.0101362,0.677289,0.677289"
"7,48537,1.69429,1.70206,-0.00777397,0.581134,0.581134"
"9,48576,1.72167,1.70246,0.0192117,0.537463,0.537463"
"11,48594,1.68038,1.70281,-0.0224266,0.552452,0.552452"
"13,48842,1.72751,1.70277,0.0247391,0.54559,0.54559"
"15,48842,1.68267,1.70277,-0.0201008,0.547613,0.547613"
"17,48842,1.68394,1.70277,-0.0188388,0.550899,0.550899"
"19,48842,1.734,1.70277,0.0312233,0.543818,0.543818"
"21,48842,1.74325,1.70277,0.0404777,0.548545,0.548545"
